63
58
54
53
51
47
46
43
39
36
35
36
34
34
33
30
32
31
29
28
30
28
26
27
28
29
31
31
30
31
32
30
29
26
28
29
28
27
24
24
24
24
23
23
23
25
22
23
23
23
25
22
21
21
21
21
21
23
21
19
21
19
